ID,COUNT,SLEEP,bat,temp,humi,PH,Time
soil01,1704,600,3.67,19.6,0.0,4.0,2025-04-23 00:45:26 
soil01,1705,600,3.67,19.6,0.0,4.0,2025-04-23 00:56:08 
soil01,1706,600,3.67,19.5,0.0,4.0,2025-04-23 01:06:51 
soil01,1707,600,3.67,19.4,0.0,4.0,2025-04-23 01:17:33 
soil01,1708,600,3.67,19.4,0.0,4.0,2025-04-23 01:28:16 
soil01,1709,600,3.67,19.4,0.0,4.0,2025-04-23 01:38:59 
soil01,1710,600,3.67,19.3,0.0,4.0,2025-04-23 01:49:41 
soil01,1711,600,3.67,19.3,0.0,4.0,2025-04-23 02:00:24 
soil01,1712,600,3.67,19.3,0.0,4.0,2025-04-23 02:11:06 
soil01,1713,600,3.67,19.3,0.0,4.0,2025-04-23 02:21:48 
soil01,1714,600,3.66,19.3,0.0,4.0,2025-04-23 02:32:31 
soil01,1715,600,3.66,19.2,0.0,4.0,2025-04-23 02:43:13 
soil01,1716,600,3.67,19.2,0.0,4.0,2025-04-23 02:53:56 
soil01,1717,600,3.66,19.2,0.0,4.0,2025-04-23 03:04:39 
soil01,1718,600,3.67,19.1,0.0,4.0,2025-04-23 03:15:21 
soil01,1719,600,3.66,19.1,0.0,4.0,2025-04-23 03:26:03 
soil01,1720,600,3.66,19.1,0.0,4.0,2025-04-23 03:36:46 
soil01,1721,600,3.66,19.1,0.0,4.0,2025-04-23 03:47:29 
soil01,1722,600,3.66,19.2,0.0,4.0,2025-04-23 03:58:11 
soil01,1723,600,3.66,19.2,0.0,4.0,2025-04-23 04:08:54 
soil01,1724,600,3.65,19.2,0.0,4.0,2025-04-23 04:19:36 
soil01,1725,600,3.65,19.2,0.0,4.0,2025-04-23 04:30:19 
soil01,1726,600,3.66,19.2,0.0,4.0,2025-04-23 04:41:01 
soil01,1727,600,3.65,19.2,0.0,4.0,2025-04-23 04:51:44 
soil01,1728,600,3.65,19.2,0.0,4.0,2025-04-23 05:02:26 
soil01,1729,600,3.66,19.2,0.0,4.0,2025-04-23 05:13:09 
soil01,1730,600,3.65,19.2,0.0,4.0,2025-04-23 05:23:51 
soil01,1731,600,3.65,19.2,0.0,4.0,2025-04-23 05:34:34 
soil01,1732,600,3.65,19.2,0.0,4.0,2025-04-23 05:45:16 
soil01,1733,600,3.65,19.2,0.0,4.0,2025-04-23 05:55:59 
soil01,1734,600,3.65,19.3,0.0,4.0,2025-04-23 06:06:41 
soil01,1735,600,3.65,19.3,0.0,4.0,2025-04-23 06:17:24 
soil01,1736,600,3.65,19.3,0.0,4.0,2025-04-23 06:28:06 
soil01,1737,600,3.65,19.3,0.0,4.0,2025-04-23 06:38:48 
soil01,1738,600,3.65,19.3,0.0,4.0,2025-04-23 06:49:30 
soil01,1739,600,3.64,19.3,0.0,4.0,2025-04-23 07:00:13 
soil01,1740,600,3.65,19.3,0.0,4.0,2025-04-23 07:10:56 
soil01,1741,600,3.64,19.3,0.0,4.0,2025-04-23 07:21:38 
soil01,1742,600,3.64,19.4,0.0,4.0,2025-04-23 07:32:20 
soil01,1743,600,3.65,19.4,0.0,4.0,2025-04-23 07:43:02 
soil01,1744,600,3.64,19.5,0.0,4.0,2025-04-23 07:53:45 
soil01,1745,600,3.64,19.6,0.0,4.0,2025-04-23 08:04:27 
soil01,1746,600,3.64,19.9,0.0,4.0,2025-04-23 08:15:10 
soil01,1747,600,3.64,20.3,0.0,4.0,2025-04-23 08:25:53 
soil01,1748,600,3.64,20.5,0.0,4.0,2025-04-23 08:36:35 
soil01,1749,600,3.64,20.6,0.0,4.0,2025-04-23 08:47:18 
soil01,1750,600,3.64,20.8,0.0,4.0,2025-04-23 08:58:01 
soil01,1751,600,3.63,20.8,0.0,4.0,2025-04-23 09:08:43 
soil01,1752,600,3.64,21.0,0.0,4.0,2025-04-23 09:19:26 
soil01,1753,600,3.64,21.0,0.0,4.0,2025-04-23 09:30:08 
soil01,1754,600,3.64,21.0,0.0,4.0,2025-04-23 09:40:50 
soil01,1755,600,3.63,21.1,0.0,4.0,2025-04-23 09:51:33 
soil01,1756,600,3.63,21.3,0.0,4.0,2025-04-23 10:02:15 
soil01,1757,600,3.63,21.3,0.0,4.0,2025-04-23 10:12:58 
soil01,1758,600,3.63,21.3,0.0,4.0,2025-04-23 10:23:40 
soil01,1759,600,3.63,21.6,0.0,4.0,2025-04-23 10:34:23 
soil01,1760,600,3.63,22.0,0.0,4.0,2025-04-23 10:45:05 
soil01,1761,600,3.63,22.2,0.0,4.0,2025-04-23 10:55:48 
soil01,1762,600,3.63,22.4,0.0,4.0,2025-04-23 11:06:31 
soil01,1763,600,3.63,22.3,0.0,4.0,2025-04-23 11:17:13 
